chapter,line_id,command,target,condition,expression,next_true,next_false,text,options,text_effect,text_effect_param,text_animation_duration,image_filename,portrait_filename,bgm_filename
chapter_1,,ADD,理智,,5,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,截图时间是今晚十九点四十七分，但窗外天色不对。它不是今晚拍的，是伪造时间戳。,,normal,,1.1,,linche_serious.png,
chapter_1,,GOTO,after_evidence,,,,,,,normal,,0,,,
chapter_1,check_letter,ADD,信任度,,8,,,,,normal,,0,,,
chapter_1,,ADD,暗线分,,4,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,举报信没有指控任何人，只重复一句话：第二个人说真话，第一个人保护谎言。,,normal,,1.1,,shenwei_soft.png,
chapter_1,,GOTO,after_evidence,,,,,,,normal,,0,,,
chapter_1,check_room,ADD,线索,,1,,,,,normal,,0,,,
chapter_1,,ADD,时间压力,,8,,,,,normal,,0,,,
chapter_1,,ADD,理智,,8,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,柜脚有新划痕，窗台有灰尘断层。有人刚搬走过一台设备。,,normal,,1.0,,linche_thinking.png,
chapter_1,,GOTO,after_evidence,,,,,,,normal,,0,,,
chapter_1,after_evidence,CALC,结局分数,,信任度 + 理智 + 线索 * 12 + 同步度 - 时间压力 + 暗线分,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,如果我们继续查，就等于承认我们看见了不该看的东西。你还要往下走吗？,,normal,,1.0,,shenwei_calm.png,
chapter_1,continue_choice,CHOICE,林澈,,,,,接下来进入关键路线。,A:公开证据，逼幕后人露面->public_route;B:暂时隐瞒，和沈未交换全部信息->trust_route;C:销毁材料，先保证两人安全->safe_route,normal,,0.5,,linche_thinking.png,
chapter_1,public_route,ADD,理智,,6,,,,,normal,,0,,,
chapter_1,,ADD,时间压力,,15,,,,,normal,,0,,,
chapter_1,,ADD,信任度,,-4,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,我把两份材料拍照备份。越是有人想控制叙事，越不能让证据只留在我们手里。,,normal,,1.1,phone_evidence.png,linche_serious.png,
chapter_1,,IFGOTO,,线索 >= 3 and 理智 >= 55,,truth_check,pressure_bad,,,normal,,0,,,
chapter_1,trust_route,ADD,信任度,,15,,,,,normal,,0,,,
chapter_1,,ADD,同步度,,18,,,,,normal,,0,,,
chapter_1,,ADD,暗线分,,5,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,好。那我也说实话：我不是偶然找到值班表的。三天前，有人把它塞进了我的储物柜。,,normal,,1.2,,shenwei_soft.png,
chapter_1,,IFGOTO,,信任度 >= 50 and 同步度 >= 45,,truth_check,half_truth,,,normal,,0,,,
chapter_1,safe_route,ADD,时间压力,,-10,,,,,normal,,0,,,
chapter_1,,ADD,线索,,-1,,,,,normal,,0,,,
chapter_1,,ADD,信任度,,5,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,今晚先撤。证据可以再找，但如果我们被困在这里，就没有下一步了。,,normal,,1.0,exit_stairs.png,linche_normal.png,
chapter_1,,IFGOTO,,线索 >= 2,,quiet_end,lost_end,,,normal,,0,,,
chapter_1,truth_check,CALC,结局分数,,信任度 + 理智 + 线索 * 15 + 同步度 - 时间压力 + 暗线分 - 随机干扰 * 10,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,你看，所有伪造记录都有同一个问题：它们都太完整了。真正的现场，一定会留下缺口。,,normal,,1.1,,shenwei_alert.png,
chapter_1,,IFGOTO,,结局分数 >= 115,,true_end,open_end,,,normal,,0,,,
chapter_1,pressure_bad,TEXT,沈未,,,,,消息发出去的一瞬间，楼下传来脚步声。我们证据不够，却已经惊动了对方。,,color,#FF7777,1.2,dark_stairs.png,shenwei_alert.png,
chapter_1,,END,结局,,,,,结局：过早摊牌。你们逃出了旧教学楼，但关键证据被转移，事件进入更危险的沉默期。,,normal,,1.2,ending_pressure.png,linche_serious.png,
chapter_1,half_truth,TEXT,林澈,,,,,我们交换了信息，却仍各自保留了一部分判断。答案近在眼前，但没人敢先说破。,,normal,,1.1,,linche_thinking.png,
chapter_1,,END,结局,,,,,结局：半真相。沈未选择继续调查，你保留了备份。新的档案在第二天清晨出现。,,normal,,1.2,ending_half_truth.png,shenwei_calm.png,
chapter_1,quiet_end,TEXT,沈未,,,,,你说得对。活着离开，也是一种胜利。至少这一次，我们不是各走各的。,,normal,,1.0,,shenwei_soft.png,
chapter_1,,END,结局,,,,,结局：安静撤离。你们失去部分线索，但保住了彼此的信任，等待下一次机会。,,normal,,1.2,ending_quiet.png,linche_normal.png,
chapter_1,lost_end,TEXT,林澈,,,,,我们离开得太早。第二天，档案室被重新粉刷，所有痕迹都像从未存在。,,normal,,1.0,,linche_serious.png,
chapter_1,,END,结局,,,,,结局：线索断裂。安全换来了空白，你只能从记忆里重新拼图。,,normal,,1.2,ending_lost.png,shenwei_cold.png,
chapter_1,open_end,TEXT,沈未,,,,,我们还差最后一块。不是证据，是动机。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,END,结局,,,,,结局：未完档案。你们锁定了伪造链条，但幕后人的身份仍没有浮出水面。,,normal,,1.2,ending_open.png,linche_thinking.png,
chapter_1,true_end,TEXT,林澈,,,,,我明白了。被划掉的不是我的名字，而是他们希望我以为那是我的名字。,,color,#D0A652,1.2,truth_board.png,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,所以真正被保护的人，是第一个发现档案的人。也就是我。,,normal,,1.0,,shenwei_alert.png,
chapter_1,,END,结局,,,,,真结局：双影同证。你和沈未公开完整证据链，旧教学楼事件被重新调查。,,normal,,1.3,ending_true.png,shenwei_soft.png,
