chapter,line_id,command,target,condition,expression,next_true,next_false,text,options,text_effect,text_effect_param,text_animation_duration,image_filename,portrait_filename,bgm_filename
chapter_1,,TEXT,林澈,,,,,我把两份材料拍照备份。越是有人想控制叙事，越不能让证据只留在我们手里。,,normal,,1.1,phone_evidence.png,linche_serious.png,
chapter_1,,IFGOTO,,线索 >= 3 and 理智 >= 55,,truth_check,pressure_bad,,,normal,,0,,,
chapter_1,trust_route,ADD,信任度,,15,,,,,normal,,0,,,
chapter_1,,ADD,同步度,,18,,,,,normal,,0,,,
chapter_1,,ADD,暗线分,,5,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,好。那我也说实话：我不是偶然找到值班表的。三天前，有人把它塞进了我的储物柜。,,normal,,1.2,,shenwei_soft.png,
chapter_1,,SET,沈未隐瞒,,0,,,,,normal,,0,,,
chapter_1,,IFGOTO,,信任度 >= 50 and 同步度 >= 45,,truth_check,half_truth,,,normal,,0,,,
chapter_1,safe_route,ADD,时间压力,,-10,,,,,normal,,0,,,
chapter_1,,ADD,线索,,-1,,,,,normal,,0,,,
chapter_1,,ADD,信任度,,5,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,今晚先撤。证据可以再找，但如果我们被困在这里，就没有下一步了。,,normal,,1.0,exit_stairs.png,linche_normal.png,
chapter_1,,IFGOTO,,线索 >= 2,,quiet_end,lost_end,,,normal,,0,,,
chapter_1,counter_route,ADD,暗线分,,10,,,,,normal,,0,,,
chapter_1,,ADD,理智,,4,,,,,normal,,0,,,
chapter_1,,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,我们不急着揭穿。把伪造截图放回原位，只改一个没人会立刻发现的像素点。,,normal,,1.1,archive_room.png,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,如果对方回来确认证据，我们就能知道谁在维护这条伪造链。,,normal,,1.0,,shenwei_alert.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,night_watch,,,,,,,normal,,0,,,
chapter_1,truth_check,CALC,结局分数,,信任度 + 理智 + 线索 * 15 + 同步度 - 时间压力 + 暗线分 - 随机干扰 * 10 + 真相碎片 * 20,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,你看，所有伪造记录都有同一个问题：它们都太完整了。真正的现场，一定会留下缺口。,,normal,,1.1,,shenwei_alert.png,
chapter_1,,IFGOTO,,结局分数 >= 125,,second_floor,open_end,,,normal,,0,,,
chapter_1,night_watch,TEXT,林澈,,,,,你们关掉手电，躲进档案柜后的阴影里。三分钟后，走廊尽头传来轻微的钥匙声。,,normal,,1.2,dark_stairs.png,linche_thinking.png,
chapter_1,watch_choice,CHOICE,沈未,,,,,黑暗里，你们必须做一个选择。,A:继续观察来人->observe_intruder;B:立刻拍照取证->photo_intruder;C:从侧门绕到广播室->to_broadcast,normal,,0.5,,shenwei_alert.png,
chapter_1,observe_intruder,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,ADD,理智,,4,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,来人没有开灯，只确认了桌上材料的位置。他不是第一次进这里。,,normal,,1.0,,linche_serious.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,second_floor,,,,,,,normal,,0,,,
chapter_1,photo_intruder,ADD,线索,,3,,,,,normal,,0,,,
chapter_1,,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,快门声很轻，但对方还是停住了。他慢慢转头，看向你们藏身的柜子。,,color,#FF7777,1.0,archive_room.png,shenwei_alert.png,
chapter_1,,GOTO,chase_event,,,,,,,normal,,0,,,
chapter_1,to_broadcast,ADD,时间压力,,5,,,,,normal,,0,,,
chapter_1,,ADD,暗线分,,4,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,侧门外的楼梯通向广播室。那里也许正是操纵录音的人留下的第二现场。,,normal,,1.0,dark_stairs.png,linche_thinking.png,
chapter_1,,GOTO,broadcast_room,,,,,,,normal,,0,,,
chapter_1,second_floor,TEXT,沈未,,,,,二楼的荣誉墙被白布盖住。布下面透出一排钉痕，像有什么名单被整块拆走。,,normal,,1.1,old_school_corridor.png,shenwei_calm.png,Cold Room Echoes 2.mp3
chapter_1,wall_choice,CHOICE,林澈,,,,,你准备如何处理荣誉墙？,A:揭开白布->lift_cloth;B:检查钉痕和灰尘->inspect_nails;C:先问沈未她隐瞒了什么->ask_secret,normal,,0.5,,linche_thinking.png,
chapter_1,lift_cloth,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,白布落下，墙上只剩空框。最中间那块铭牌还在，上面写着：档案整理志愿组，三年前。,,normal,,1.0,honor_wall.png,linche_serious.png,
chapter_1,,GOTO,broadcast_room,,,,,,,normal,,0,,,
chapter_1,inspect_nails,ADD,理智,,8,,,,,normal,,0,,,
chapter_1,,ADD,线索,,1,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,钉痕新旧不一。有人不是一次性拆走名单，而是在三年里持续替换。,,normal,,1.0,honor_wall.png,linche_thinking.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,broadcast_room,,,,,,,normal,,0,,,
chapter_1,ask_secret,ADD,信任度,,-5,,,,,normal,,0,,,
chapter_1,,ADD,同步度,,-4,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,现在不是审问我的时候。你想知道的答案，就在三年前那份志愿组名单里。,,normal,,1.0,,shenwei_cold.png,
chapter_1,,IFGOTO,,信任度 >= 55,,secret_soft,secret_hard,,,normal,,0,,,
chapter_1,secret_soft,ADD,信任度,,8,,,,,normal,,0,,,
chapter_1,,SET,沈未隐瞒,,0,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,我不是不信你。我只是害怕，如果那份名单是真的，我父亲也在里面。,,normal,,1.1,,shenwei_soft.png,
chapter_1,,GOTO,broadcast_room,,,,,,,normal,,0,,,
chapter_1,secret_hard,ADD,暗线分,,5,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,沈未移开视线。你意识到她不是没有答案，而是一直在保护某个答案。,,normal,,1.0,,linche_thinking.png,
chapter_1,,GOTO,broadcast_room,,,,,,,normal,,0,,,
chapter_1,broadcast_room,TEXT,林澈,,,,,广播室门缝里漏出蓝光。旧电脑正在循环播放一段音频，波形像一条被拉直的心电图。,,normal,,1.2,broadcast_room_glow.png,linche_serious.png,
chapter_1,audio_choice,CHOICE,沈未,,,,,电脑上有三个文件：你的录音、沈未的录音、以及一个无标题压缩包。,A:先听你的录音->hear_linche;B:先听沈未的录音->hear_shen;C:尝试打开压缩包->open_zip;D:直接拔掉电源->pull_power,normal,,0.5,,shenwei_alert.png,
chapter_1,hear_linche,ADD,理智,,-5,,,,,normal,,0,,,
chapter_1,,ADD,线索,,1,,,,,normal,,0,,,
chapter_1,,TEXT,录音,,,,,林澈，不要相信沈未。她比你更早知道旧楼会出事。,,color,#D0A652,1.2,,linche_serious.png,
chapter_1,,GOTO,audio_after,,,,,,,normal,,0,,,
chapter_1,hear_shen,ADD,信任度,,6,,,,,normal,,0,,,
chapter_1,,ADD,线索,,1,,,,,normal,,0,,,
chapter_1,,TEXT,录音,,,,,沈未，不要让林澈看到名单。只要他看见，你们都会被拖回三年前。,,color,#D0A652,1.2,,shenwei_alert.png,
chapter_1,,GOTO,audio_after,,,,,,,normal,,0,,,
chapter_1,open_zip,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,ADD,时间压力,,8,,,,,normal,,0,,,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,压缩包没有密码，只有一个文件名：名单不是名单。里面是一张被扫描过的座位表。,,normal,,1.0,truth_board.png,linche_thinking.png,
chapter_1,,GOTO,audio_after,,,,,,,normal,,0,,,
chapter_1,pull_power,ADD,时间压力,,-5,,,,,normal,,0,,,
chapter_1,,ADD,线索,,-1,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,电脑黑屏前自动发送了一条消息：他们已经进来了。,,color,#FF7777,1.0,broadcast_room_glow.png,shenwei_alert.png,
chapter_1,,ADD,危险标记,,2,,,,,normal,,0,,,
chapter_1,,GOTO,chase_event,,,,,,,normal,,0,,,
chapter_1,audio_after,CALC,结局分数,,信任度 + 理智 + 线索 * 14 + 同步度 + 暗线分 + 真相碎片 * 18 - 时间压力 - 危险标记 * 8,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,录音不是为了告诉我们真相。它们只是想让我们互相怀疑。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,IFGOTO,,结局分数 >= 130,,roof_access,chase_event,,,normal,,0,,,
chapter_1,chase_event,TEXT,林澈,,,,,走廊里的脚步声突然加快。灯一盏接一盏熄灭，像有人从黑暗里把整栋楼折起来。,,shake,medium,1.0,dark_stairs.png,linche_serious.png,
chapter_1,chase_choice,CHOICE,沈未,,,,,追逐开始了，你们必须马上决定路线。,A:冲向天台门->roof_access;B:躲进化学准备室->chem_room;C:折返档案室锁门->lock_archive,normal,,0.5,,shenwei_alert.png,
chapter_1,chem_room,ADD,时间压力,,10,,,,,normal,,0,,,
chapter_1,,ADD,线索,,1,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,化学准备室里有一股消毒水味。柜门内侧贴着旧报纸，日期正是三年前事故第二天。,,normal,,1.1,chem_room.png,linche_thinking.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,roof_access,,,,,,,normal,,0,,,
chapter_1,lock_archive,ADD,时间压力,,-3,,,,,normal,,0,,,
chapter_1,,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,锁舌扣上的一瞬间，门外的人停了下来。他没有撞门，只在门缝下塞进一张照片。,,normal,,1.1,archive_room.png,shenwei_alert.png,
chapter_1,,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,GOTO,roof_access,,,,,,,normal,,0,,,
chapter_1,roof_access,TEXT,林澈,,,,,天台门锈得厉害。夜风从门缝灌进来，远处操场像一张被水浸透的黑纸。,,normal,,1.2,exit_stairs.png,linche_normal.png,
chapter_1,roof_choice,CHOICE,沈未,,,,,天台门旁有消防斧、维修箱和一部旧对讲机。,A:用消防斧破门->axe_door;B:检查维修箱->repair_box;C:尝试用对讲机呼叫->radio_call,normal,,0.5,,shenwei_calm.png,
chapter_1,axe_door,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,ADD,时间压力,,-5,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,斧刃砸开门锁，也把楼下所有人的注意力引了上来。,,shake,strong,0.9,exit_stairs.png,linche_serious.png,
chapter_1,,GOTO,roof_final,,,,,,,normal,,0,,,
chapter_1,repair_box,ADD,理智,,6,,,,,normal,,0,,,
chapter_1,,ADD,线索,,1,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,维修箱里有一把备用钥匙，标签写着：仅档案整理志愿组使用。,,normal,,1.0,,linche_thinking.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,roof_final,,,,,,,normal,,0,,,
chapter_1,radio_call,ADD,同步度,,5,,,,,normal,,0,,,
chapter_1,,RAND,,,0.5,radio_answer,radio_noise,,,normal,,0,,,
chapter_1,radio_answer,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,TEXT,对讲机,,,,,别上天台。三年前，他们也是从那里开始重写记录的。,,color,#D0A652,1.0,,shenwei_alert.png,
chapter_1,,GOTO,roof_final,,,,,,,normal,,0,,,
chapter_1,radio_noise,ADD,随机干扰,,1,,,,,normal,,0,,,
chapter_1,,TEXT,对讲机,,,,,滋——滋——第二个人说真话——第一个人保护谎言——,,color,#E0A652,1.0,,linche_thinking.png,
chapter_1,,GOTO,roof_final,,,,,,,normal,,0,,,
chapter_1,roof_final,CALC,结局分数,,信任度 + 理智 + 线索 * 16 + 同步度 + 暗线分 + 真相碎片 * 22 - 时间压力 - 危险标记 * 12 - 随机干扰 * 8,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,天台上没有人，只有一块被雨水泡皱的展板。展板背面，是三年前的完整座位表。,,normal,,1.2,truth_board.png,shenwei_alert.png,
chapter_1,final_choice,CHOICE,林澈,,,,,最后的真相就在眼前，你决定怎样揭开它？,A:让沈未先读座位表->shen_reads;B:自己先读座位表->lin_reads;C:一起核对录音和座位表->both_verify;D:烧掉座位表，只保留数字备份->burn_board,normal,,0.5,,linche_serious.png,
chapter_1,shen_reads,ADD,信任度,,10,,,,,normal,,0,,,
chapter_1,,ADD,同步度,,8,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,她读到第三行时停住了。那不是她父亲的名字，而是她自己的名字，只是出生年份被改成了三年前。,,normal,,1.2,,shenwei_soft.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,ending_gate,,,,,,,normal,,0,,,
chapter_1,lin_reads,ADD,理智,,8,,,,,normal,,0,,,
chapter_1,,ADD,信任度,,-4,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,你先看到了最关键的一列：每个被替换的人，都对应一个后来转学或失踪的学生。,,normal,,1.1,,linche_serious.png,
chapter_1,,GOTO,ending_gate,,,,,,,normal,,0,,,
chapter_1,both_verify,ADD,同步度,,15,,,,,normal,,0,,,
chapter_1,,ADD,真相碎片,,2,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,座位表、录音、门禁和荣誉墙互相咬合。所谓名单，其实是一套替换证词的流程表。,,normal,,1.2,truth_board.png,linche_serious.png,
chapter_1,,GOTO,ending_gate,,,,,,,normal,,0,,,
chapter_1,burn_board,ADD,时间压力,,-10,,,,,normal,,0,,,
chapter_1,,ADD,暗线分,,8,,,,,normal,,0,,,
chapter_1,,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,火光照亮她的脸。纸可以烧掉，但你们知道，从这一刻开始，对方也知道你们已经看懂了。,,color,#E0A652,1.2,ending_open.png,shenwei_alert.png,
chapter_1,,GOTO,ending_gate,,,,,,,normal,,0,,,
chapter_1,ending_gate,CALC,结局分数,,信任度 + 理智 + 线索 * 18 + 同步度 + 暗线分 + 真相碎片 * 25 - 时间压力 - 危险标记 * 15 - 随机干扰 * 10,,,,,normal,,0,,,
chapter_1,,IFGOTO,,结局分数 >= 185 and 真相碎片 >= 5,,true_end,ending_gate_2,,,normal,,0,,,
chapter_1,ending_gate_2,IFGOTO,,信任度 >= 65 and 同步度 >= 55,,bond_end,ending_gate_3,,,normal,,0,,,
chapter_1,ending_gate_3,IFGOTO,,线索 >= 8 and 理智 >= 65,,logic_end,ending_gate_4,,,normal,,0,,,
chapter_1,ending_gate_4,IFGOTO,,危险标记 >= 3,,danger_end,open_end,,,normal,,0,,,
chapter_1,pressure_bad,TEXT,沈未,,,,,消息发出去的一瞬间，楼下传来脚步声。你们证据不够，却已经惊动了对方。,,color,#FF7777,1.2,dark_stairs.png,shenwei_alert.png,
chapter_1,,END,结局,,,,,结局：过早摊牌。你们逃出了旧教学楼，但关键证据被转移，事件进入更危险的沉默期。,,normal,,1.2,ending_pressure.png,linche_serious.png,
chapter_1,half_truth,TEXT,林澈,,,,,你们交换了信息，却仍各自保留了一部分判断。答案近在眼前，但没人敢先说破。,,normal,,1.1,,linche_thinking.png,
chapter_1,,END,结局,,,,,结局：半真相。沈未选择继续调查，你保留了备份。新的档案在第二天清晨出现。,,normal,,1.2,ending_half_truth.png,shenwei_calm.png,
chapter_1,quiet_end,TEXT,沈未,,,,,你说得对。活着离开，也是一种胜利。至少这一次，我们不是各走各的。,,normal,,1.0,,shenwei_soft.png,
chapter_1,,END,结局,,,,,结局：安静撤离。你们失去部分线索，但保住了彼此的信任，等待下一次机会。,,normal,,1.2,ending_quiet.png,linche_normal.png,
chapter_1,lost_end,TEXT,林澈,,,,,你们离开得太早。第二天，档案室被重新粉刷，所有痕迹都像从未存在。,,normal,,1.0,,linche_serious.png,
chapter_1,,END,结局,,,,,结局：线索断裂。安全换来了空白，你只能从记忆里重新拼图。,,normal,,1.2,ending_lost.png,shenwei_cold.png,
chapter_1,open_end,TEXT,沈未,,,,,我们还差最后一块。不是证据，是动机。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,END,结局,,,,,结局：未完档案。你们锁定了伪造链条，但幕后人的身份仍没有浮出水面。,,normal,,1.2,ending_open.png,linche_thinking.png,
chapter_1,bond_end,TEXT,沈未,,,,,这一次，她没有把座位表藏起来，而是把它推到你面前。我们一起承担。,,normal,,1.1,,shenwei_soft.png,
chapter_1,,END,结局,,,,,结局：共同证词。你们没有拿到完整真相，但建立了足够稳固的同盟，后续调查获得关键突破。,,normal,,1.2,ending_half_truth.png,linche_normal.png,
chapter_1,logic_end,TEXT,林澈,,,,,你没有追逐黑影，而是把所有证据的时间轴重新排列。伪造链条在第三个时间戳处断裂。,,normal,,1.1,truth_board.png,linche_serious.png,
chapter_1,,END,结局,,,,,结局：理性还原。你们证明了旧楼事件被系统性篡改，但仍缺少幕后执行者的直接身份。,,normal,,1.2,ending_open.png,shenwei_calm.png,
chapter_1,danger_end,TEXT,林澈,,,,,天台门外亮起手电。你们找到了太多答案，也留下了太多痕迹。,,color,#FF7777,1.1,dark_stairs.png,linche_serious.png,
chapter_1,,END,结局,,,,,结局：暴露。你们带走了证据，却被迫分开逃离。下一次见面，沈未已经换了电话号码。,,normal,,1.2,ending_pressure.png,shenwei_alert.png,
chapter_1,true_end,TEXT,林澈,,,,,我明白了。被划掉的不是我的名字，而是他们希望我以为那是我的名字。,,color,#D0A652,1.2,truth_board.png,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,所以真正被保护的人，是第一个发现档案的人。也就是我。,,normal,,1.0,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,座位表最后一行没有姓名，只有一个编号。编号对应的不是学生，而是旧楼地下室的钥匙柜。,,normal,,1.1,,linche_thinking.png,
chapter_1,,END,结局,,,,,真结局：双影同证。你和沈未公开完整证据链，旧教学楼事件被重新调查；三年前被替换的证词，终于回到原位。,,normal,,1.3,ending_true.png,shenwei_soft.png,
