chapter,line_id,command,target,condition,expression,next_true,next_false,text,options,text_effect,text_effect_param,text_animation_duration,image_filename,portrait_filename,bgm_filename
chapter_1,,TEXT,林澈,,,,,我只是想提高效率。,,normal,,0.8,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,效率不是理由。三年前他们也是这么说的：为了效率，先把所有异常记录统一归档。然后有些人的名字就消失了。,,normal,,1.2,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,你刚才说“他们”。,,normal,,0.8,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,沈未没有回答。她转身走向东侧教室，脚步声很快被旧楼吞掉。,,normal,,1.0,,shenwei_cold.png,
chapter_1,,RAND,,,0.45,split_accident,split_clean,,,normal,,0,,,
chapter_1,split_accident,ADD,随机干扰,,1,,,,,normal,,0,,,
chapter_1,,ADD,理智,,-12,,,,,normal,,0,,,
chapter_1,,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,林澈。,,color,#E0A652,0.8,broadcast_room_glow.png,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,她的声音从对讲机般失真的广播里传出来，而不是从走廊。,,color,#E0A652,1.0,broadcast_room_glow.png,linche_serious.png,
chapter_1,,TEXT,广播,,,,,林澈，广播室的灯自己亮了。有人在播放你的声音。,,color,#E0A652,1.1,broadcast_room_glow.png,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,你拔腿往回跑。东侧走廊尽头，沈未正扶着墙，她看你的眼神不像害怕，更像确认某件事终于发生。,,normal,,1.2,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,刚才那段录音，不是剪辑。至少前半句是真的。,,normal,,1.0,,shenwei_alert.png,
chapter_1,,GOTO,pre_archive,,,,,,,normal,,0,,,
chapter_1,split_clean,ADD,线索,,1,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,东侧没有人，只有一张贴在黑板上的便利贴。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,便利贴上写着：别相信完整的证据。字迹很工整，像有人故意把每一笔都写得不像自己。,,normal,,1.1,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,你看，这种话最讨厌。它什么都没告诉我们，却让每一份证据都变得可疑。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,不，它告诉了我们一件事。对方知道我们会看证据，而且知道我会相信证据。,,normal,,1.1,,linche_serious.png,
chapter_1,,GOTO,pre_archive,,,,,,,normal,,0,,,
chapter_1,access_terminal,ADD,理智,,8,,,,,normal,,0,,,
chapter_1,,ADD,时间压力,,6,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,我先看门禁终端。,,normal,,0.8,access_terminal.png,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,现在？档案就在这里。,,normal,,0.8,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,正因为档案就在这里，它才可能是舞台。真正的手脚通常做在入口。,,normal,,1.0,,linche_serious.png,
chapter_1,,TEXT,林澈,,,,,终端屏幕的亮度很低，日志被清过，但电源重启记录还在。今晚十九点五十六分、二十点四十一分、二十一点十二分，三次离线。,,normal,,1.3,access_terminal.png,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,二十一点十二分，是我刷卡进来前。,,normal,,0.9,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,十七秒。有人提前知道你会来，而且知道我会追过来。,,normal,,1.0,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,沈未的脸色变了。她把手伸进外套口袋，像想确认手机还在不在。,,normal,,1.0,,shenwei_alert.png,
chapter_1,,TEXT,沈未,,,,,那条短信不是我发的。,,normal,,1.0,,shenwei_cold.png,
chapter_1,,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,pre_archive,,,,,,,normal,,0,,,
chapter_1,pre_archive,TEXT,林澈,,,,,你们再次站到档案室门口。门把手上没有灰，门缝里却塞着一点白色纤维，像刚被人用手套推开过。,,normal,,1.2,archive_room.png,linche_thinking.png,Cold Room Echoes 2.mp3
chapter_1,,TEXT,沈未,,,,,你有没有想过，也许我们根本不是被引到这里调查的。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,那是为了什么？,,normal,,0.7,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,为了让我们重演一次。,,normal,,1.0,,shenwei_cold.png,
chapter_1,,TEXT,林澈,,,,,重演什么？,,normal,,0.7,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,三年前，旧楼事故前最后进入档案室的也是两个人。一个留下证词，一个撤回证词。最后，两个人都说自己没有撒谎。,,normal,,1.3,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,这部分你以前从没提过。,,normal,,0.9,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,因为以前你不会听。,,normal,,0.9,,shenwei_cold.png,
chapter_1,archive_room,TEXT,林澈,,,,,档案室的门没锁。桌上摆着两份材料：一份监控截图，一份匿名举报信。窗户开着，冷风把纸角吹得一下一下敲击桌面。,,normal,,1.3,archive_room.png,linche_thinking.png,
chapter_1,evidence_choice,CHOICE,沈未,,,,,桌上的材料像故意摆好的选择题。先查哪一份？,A:先看监控截图->check_camera;B:先读匿名举报信->check_letter;C:两份都不碰，先检查房间->check_room;D:先拍照备份再动手->backup_first,normal,,0.6,,shenwei_calm.png,
chapter_1,check_camera,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,ADD,理智,,5,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,截图时间是今晚十九点四十七分。,,normal,,0.8,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,那时候旧楼已经封了。,,normal,,0.8,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,更关键的是窗外。十九点四十七分，操场灯应该已经亮了，但截图里没有。,,normal,,1.0,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,所以它不是今晚拍的。,,normal,,0.8,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,或者说，不是为了证明“谁来过”，而是为了证明“我们会相信谁来过”。,,normal,,1.1,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,她盯着截图，忽然伸手盖住画面左下角。,,normal,,0.9,,shenwei_alert.png,
chapter_1,,TEXT,沈未,,,,,这里少了一个影子。旧楼档案室的窗框在那个角度一定会投影，除非窗户当时是开着的。,,normal,,1.2,,shenwei_alert.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,after_evidence,,,,,,,normal,,0,,,
chapter_1,check_letter,ADD,信任度,,8,,,,,normal,,0,,,
chapter_1,,ADD,暗线分,,4,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,匿名举报信没有指控任何人。,,normal,,0.8,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,这不像举报信。,,normal,,0.8,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,更像谜语。,,normal,,0.8,,shenwei_soft.png,
chapter_1,,TEXT,沈未,,,,,她低声念出纸上的句子：第二个人说真话，第一个人保护谎言。,,normal,,1.1,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,第二个人是谁？,,normal,,0.8,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,不知道。可三年前那两份证词里，第二份是撤回声明。它让整个调查变成了“误会”。,,normal,,1.2,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,你为什么知道得这么细？,,normal,,0.8,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,因为我看过原件。,,normal,,0.9,,shenwei_cold.png,
chapter_1,,TEXT,林澈,,,,,她说完才意识到自己说漏了。你没有立刻追问。窗外的风忽然变大，像有人替她把沉默接住。,,normal,,1.2,,linche_thinking.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,after_evidence,,,,,,,normal,,0,,,
chapter_1,check_room,ADD,线索,,1,,,,,normal,,0,,,
chapter_1,,ADD,时间压力,,8,,,,,normal,,0,,,
chapter_1,,ADD,理智,,8,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,先别碰材料。房间比证据更诚实。,,normal,,0.9,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,你以前说过同样的话。结果那次，你连人也没信。,,normal,,0.9,,shenwei_cold.png,
chapter_1,,TEXT,林澈,,,,,那这次你帮我。你看人，我看现场。,,normal,,1.0,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,她看了你一眼，没有拒绝。,,normal,,0.8,,shenwei_soft.png,
chapter_1,,TEXT,林澈,,,,,柜脚有新划痕，窗台灰尘断层，地面靠墙的位置有一块长方形压痕。这里曾经放过一台设备，不大，但很重。,,normal,,1.3,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,录音设备？,,normal,,0.8,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,也可能是小型主机。有人在这里临时处理过文件。,,normal,,0.9,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,那他不是留下证据，是留下加工过的成品。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,after_evidence,,,,,,,normal,,0,,,
chapter_1,backup_first,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,ADD,同步度,,6,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,我先做完整备份。拍照、录屏、记录摆放位置。证据可以撒谎，但被改动的顺序很难。,,normal,,1.1,phone_evidence.png,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,你变了。,,normal,,0.8,,shenwei_soft.png,
chapter_1,,TEXT,林澈,,,,,没有。我只是终于承认，单靠我一个人会漏掉东西。,,normal,,1.0,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,这句话如果早两年说，可能会省掉很多麻烦。,,normal,,1.0,,shenwei_soft.png,
chapter_1,,TEXT,林澈,,,,,也可能会制造更多麻烦。因为那时候我还没学会闭嘴。,,normal,,1.0,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,沈未轻轻笑了一下，但很快收住。那笑意像火柴，只亮了一瞬。,,normal,,1.0,,shenwei_soft.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,after_evidence,,,,,,,normal,,0,,,
chapter_1,after_evidence,CALC,结局分数,,信任度 + 理智 + 线索 * 12 + 同步度 - 时间压力 + 暗线分 + 真相碎片 * 10,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,如果我们继续查，就等于承认我们看见了不该看的东西。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,如果停下呢？,,normal,,0.7,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,那就等于承认他们可以决定我们看见什么。,,normal,,1.0,,shenwei_cold.png,
chapter_1,,TEXT,林澈,,,,,她把举报信折回原样，动作小心到近乎温柔。你忽然意识到，她不是害怕真相，她是害怕真相被说出来以后，身边的人又一次选择沉默。,,normal,,1.4,,linche_thinking.png,
chapter_1,continue_choice,CHOICE,林澈,,,,,你们必须决定下一步。,A:公开证据，逼幕后人露面->public_route;B:暂时隐瞒，和沈未交换全部信息->trust_route;C:销毁材料，先保证两人安全->safe_route;D:反向布置假证据钓出对方->counter_route,normal,,0.6,,linche_thinking.png,
chapter_1,public_route,ADD,理智,,6,,,,,normal,,0,,,
chapter_1,,ADD,时间压力,,15,,,,,normal,,0,,,
chapter_1,,ADD,信任度,,-4,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,我把材料备份发给校务邮箱、学生会公共邮箱，再抄送两位老师。,,normal,,1.0,phone_evidence.png,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,你疯了？证据还不完整。,,normal,,0.8,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,正因为不完整，才不能只留在我们手里。完整证据很容易被抢走，不完整证据会逼对方补洞。,,normal,,1.2,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,也会逼对方先处理我们。,,normal,,0.9,,shenwei_cold.png,
chapter_1,,TEXT,林澈,,,,,你后悔叫我来了吗？,,normal,,0.8,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,我一直在后悔。只是现在还不是最严重的一次。,,normal,,1.0,,shenwei_calm.png,
chapter_1,,IFGOTO,,线索 >= 3 and 理智 >= 55,,truth_check,pressure_bad,,,normal,,0,,,
chapter_1,trust_route,ADD,信任度,,15,,,,,normal,,0,,,
chapter_1,,ADD,同步度,,18,,,,,normal,,0,,,
chapter_1,,ADD,暗线分,,5,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,不公开。至少现在不公开。你把你知道的告诉我，我把我的判断告诉你。我们先把彼此排除出嫌疑范围。,,normal,,1.2,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,排除嫌疑听起来不像信任。,,normal,,0.9,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,那换个说法：我不想再用怀疑保护自己。,,normal,,1.0,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,她低头看着自己的手。玻璃划出的细口已经不流血了，只剩一道红线。,,normal,,1.0,,shenwei_soft.png,
chapter_1,,TEXT,沈未,,,,,三天前，有人把值班表塞进我的储物柜。还有一张纸条：让林澈来，他会把死人重新变成证据。,,normal,,1.3,,shenwei_soft.png,
chapter_1,,TEXT,林澈,,,,,死人？,,normal,,0.7,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,三年前旧楼事故后，所有记录都说没有人死亡。可我见过一份被撤回的名单。名单上少了一个人。,,normal,,1.3,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,你一直知道？,,normal,,0.8,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,我一直怀疑。知道和怀疑之间差一张纸，也差一条命。,,normal,,1.1,,shenwei_calm.png,
chapter_1,,SET,沈未隐瞒,,0,,,,,normal,,0,,,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,IFGOTO,,信任度 >= 50 and 同步度 >= 45,,truth_check,half_truth,,,normal,,0,,,
chapter_1,safe_route,ADD,时间压力,,-10,,,,,normal,,0,,,
chapter_1,,ADD,线索,,-1,,,,,normal,,0,,,
chapter_1,,ADD,信任度,,5,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,今晚先撤。证据可以再找，人如果被困住，就没有下一步了。,,normal,,1.0,exit_stairs.png,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,你不像会说这种话的人。,,normal,,0.8,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,我以前确实不会。以前我总觉得，只要真相还没出来，所有代价都可以暂时忽略。,,normal,,1.1,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,那现在呢？,,normal,,0.7,,shenwei_soft.png,
chapter_1,,TEXT,林澈,,,,,现在我知道，有些代价会让真相变得没有人愿意听。,,normal,,1.0,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,沈未沉默片刻，把举报信放进口袋。,,normal,,0.9,,shenwei_soft.png,
chapter_1,,IFGOTO,,线索 >= 2,,quiet_end,lost_end,,,normal,,0,,,
chapter_1,counter_route,ADD,暗线分,,10,,,,,normal,,0,,,
chapter_1,,ADD,理智,,4,,,,,normal,,0,,,
chapter_1,,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,我们不急着揭穿。把伪造截图放回原位，只改一个没人会立刻发现的像素点。,,normal,,1.1,archive_room.png,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,你想钓鱼。,,normal,,0.8,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,不是钓鱼，是让布景师回来看舞台有没有歪。真正伪造证据的人，对细节有洁癖。,,normal,,1.2,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,听起来你很了解他。,,normal,,0.8,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,我了解我自己。如果我布置一个谎言，我一定会回来确认它能不能骗过我。,,normal,,1.1,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,这不是一个让人安心的答案。,,normal,,0.8,,shenwei_soft.png,
chapter_1,,TEXT,林澈,,,,,但至少是诚实的答案。,,normal,,0.8,,linche_normal.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,night_watch,,,,,,,normal,,0,,,
chapter_1,truth_check,CALC,结局分数,,信任度 + 理智 + 线索 * 15 + 同步度 - 时间压力 + 暗线分 - 随机干扰 * 10 + 真相碎片 * 20,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,所有伪造记录都有同一个问题：它们太完整了。真正的现场，一定会留下缺口。,,normal,,1.1,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,缺口在哪里？,,normal,,0.7,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,在被删掉的人身上。记录可以改，名单可以换，但人和人之间的记忆不会完全同步。,,normal,,1.2,,shenwei_calm.png,
chapter_1,,IFGOTO,,结局分数 >= 125,,second_floor,open_end,,,normal,,0,,,
chapter_1,night_watch,TEXT,林澈,,,,,你们关掉手电，躲进档案柜后的阴影里。三分钟后，走廊尽头传来轻微的钥匙声。,,normal,,1.2,dark_stairs.png,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,沈未靠得很近，你能听见她压低的呼吸。她没有看你，只盯着门缝下那条灰色的光。,,normal,,1.1,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,别怕。,,normal,,0.7,,linche_normal.png,
chapter_1,,TEXT,沈未,,,,,我不是怕他。,,normal,,0.8,,shenwei_calm.png,
chapter_1,,TEXT,林澈,,,,,那你怕什么？,,normal,,0.7,,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,怕门外那个人，是我认识的人。,,normal,,1.0,,shenwei_soft.png,
chapter_1,watch_choice,CHOICE,沈未,,,,,门把手开始转动。你们必须马上决定。,A:继续观察来人->observe_intruder;B:立刻拍照取证->photo_intruder;C:从侧门绕到广播室->to_broadcast,normal,,0.6,,shenwei_alert.png,
chapter_1,observe_intruder,ADD,线索,,2,,,,,normal,,0,,,
chapter_1,,ADD,理智,,4,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,来人没有开灯。他先看桌面，再看窗台，最后弯腰检查柜脚划痕。,,normal,,1.1,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,他知道我们查过哪里。,,normal,,0.8,,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,不，他知道正常人会查哪里。所以他不是跟踪我们，是设计过我们。,,normal,,1.1,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,那更糟。,,normal,,0.8,,shenwei_calm.png,
chapter_1,,ADD,真相碎片,,1,,,,,normal,,0,,,
chapter_1,,GOTO,second_floor,,,,,,,normal,,0,,,
chapter_1,photo_intruder,ADD,线索,,3,,,,,normal,,0,,,
chapter_1,,ADD,危险标记,,1,,,,,normal,,0,,,
chapter_1,,TEXT,沈未,,,,,快门声很轻，但对方还是停住了。,,color,#FF7777,0.9,archive_room.png,shenwei_alert.png,
chapter_1,,TEXT,林澈,,,,,门外的人没有冲进来，也没有质问。他只是慢慢转头，看向你们藏身的柜子。那种安静比脚步声更危险。,,color,#FF7777,1.2,,linche_serious.png,
chapter_1,,TEXT,沈未,,,,,跑。,,normal,,0.6,,shenwei_alert.png,
chapter_1,,GOTO,chase_event,,,,,,,normal,,0,,,
chapter_1,to_broadcast,ADD,时间压力,,5,,,,,normal,,0,,,
chapter_1,,ADD,暗线分,,4,,,,,normal,,0,,,
chapter_1,,TEXT,林澈,,,,,侧门外的楼梯通向广播室。那是整栋旧楼唯一还能接入广播系统的地方。,,normal,,1.0,dark_stairs.png,linche_thinking.png,
chapter_1,,TEXT,沈未,,,,,如果录音是从那里放出来的，就说明对方不只是想留下证据，他想控制我们的对话。,,normal,,1.1,,shenwei_alert.png,
chapter_1,,GOTO,broadcast_room,,,,,,,normal,,0,,,
chapter_1,second_floor,TEXT,沈未,,,,,二楼的荣誉墙被白布盖住。布下面透出一排钉痕，像有什么名单被整块拆走。,,normal,,1.1,honor_wall.png,shenwei_calm.png,Cold Room Echoes 2.mp3
chapter_1,,TEXT,林澈,,,,,荣誉墙旁边还留着旧胶印。三年前的照片被取走了，新的照片却没补上。这里不像被清理过，更像被暂停了。,,normal,,1.1,,linche_thinking.png,
